,Merchant_ABN,segment,postcode,Predicted,Predicted_rank_next
641,88393306198,lifestyle,3052,609.5319,634
642,38971488186,entertainment,3789,609.78485,635
643,24852446429,lifestyle,6470,610.89844,636
644,46804135891,specialty,1819,610.89844,636
645,80324045558,lifestyle,1819,610.89844,636
646,49609375026,lifestyle,3384,611.6972,637
647,10487253336,lifestyle,1124,611.7604,638
648,64203420245,specialty,1819,613.79144,639
649,78798828265,technical,4055,614.9638,640
650,74449830326,lifestyle,4660,615.3386,641
651,35575706403,lifestyle,4871,619.24194,642
652,40252040480,technical,4346,619.74664,643
653,31580243600,lifestyle,4114,620.71716,644
654,72361927236,lifestyle,6485,621.8343,645
655,36800720158,lifestyle,1177,623.70605,646
656,51808433866,lifestyle,3321,624.2056,647
657,42217736449,accessory,3596,624.3729,648
658,45446645240,technical,3266,624.43396,649
659,70088042348,entertainment,1172,625.7886,650
660,68645891034,lifestyle,2225,626.2701,651
661,46292420800,lifestyle,2427,628.215,652
662,23812847062,accessory,3847,628.5199,653
663,42298598169,lifestyle,853,630.35834,654
664,46970913786,specialty,6260,630.6925,655
665,65204103269,technical,5061,631.2465,656
666,27500085887,accessory,3928,631.59784,657
667,75646866762,lifestyle,3744,632.6178,658
668,33064796871,technical,5310,633.1353,659
669,34564250941,lifestyle,4102,633.797,660
670,27109170541,specialty,7320,634.06683,661
671,10959028715,lifestyle,5150,636.12335,662
672,26671932360,entertainment,4856,636.4535,663
673,15135045968,lifestyle,3238,638.1412,664
674,67019805160,specialty,3415,638.1524,665
675,27179144904,lifestyle,3168,640.6597,666
676,39192981624,lifestyle,2118,640.7156,667
677,86889657711,accessory,4416,640.72095,668
678,66917621463,accessory,4815,641.4385,669
679,70501974849,technical,6470,642.1326,670
680,80109801322,technical,5606,642.51733,671
681,17073441842,technical,3143,642.716,672
682,27975606844,technical,2809,643.2636,673
683,79100970961,lifestyle,7302,643.61676,674
684,71361928741,technical,6054,643.6221,675
685,69320682085,technical,5410,643.70306,676
686,74391255526,lifestyle,5356,644.48505,677
687,53035587173,specialty,6180,644.78766,678
688,45480771376,lifestyle,4346,646.21796,679
689,90796680287,lifestyle,6007,646.4174,680
690,60121698774,lifestyle,3168,647.53503,681
691,38603393734,specialty,2062,649.66656,682
692,57573802697,lifestyle,4465,649.7044,683
693,18905299698,lifestyle,4353,649.92206,684
694,76158785234,entertainment,6375,654.8158,685
695,11355018654,accessory,1888,655.4296,686
696,19986358096,entertainment,4612,657.37,687
697,97197615043,lifestyle,5345,657.51636,688
698,31471844679,lifestyle,5713,660.2602,689
699,57289898526,lifestyle,1819,660.40106,690
700,88230622213,technical,5223,660.8069,691
701,11285988014,entertainment,2500,661.4927,692
702,54291122944,entertainment,4374,664.3555,693
703,21783961149,entertainment,6169,664.8016,694
704,99229845016,lifestyle,3818,664.8589,695
705,59615752944,lifestyle,6008,665.55634,696
706,19573722372,technical,5560,665.98566,697
707,83620670827,technical,5220,666.3354,698
708,75566438995,entertainment,6054,666.71814,699
709,48701447259,entertainment,2901,667.0617,700
710,43711175854,lifestyle,1218,668.0932,701
711,78213188724,lifestyle,1819,668.5866,702
712,74319969182,technical,2720,669.33777,703
713,57480173036,lifestyle,2791,669.526,704
714,63214122543,entertainment,4854,672.15656,705
715,31169432936,accessory,4556,672.78925,706
716,46145508777,entertainment,3183,673.6688,707
717,26445720989,specialty,5011,675.1654,708
718,29063380341,technical,2608,675.8151,709
719,96880556465,lifestyle,4356,676.3036,710
720,26844395593,entertainment,4006,676.59644,711
721,57471217202,lifestyle,6470,677.37524,712
722,40201093869,technical,2625,677.5124,713
723,89640578182,specialty,4311,677.947,714
724,67810757628,entertainment,6072,678.77716,715
725,93442141629,entertainment,5172,679.10944,716
726,34621449599,technical,4630,682.1845,717
727,66571984047,technical,4815,682.66376,718
728,74337408103,technical,4454,683.6029,719
729,54327105512,lifestyle,4420,684.5725,720
730,80132164373,specialty,6316,687.5196,721
731,65038094136,lifestyle,6988,689.4369,722
732,98253764162,lifestyle,3076,690.46674,723
733,11149063370,lifestyle,5556,690.4964,724
734,21046714053,technical,3451,691.62726,725
735,56429066925,lifestyle,4008,693.4024,726
736,88816810320,lifestyle,7300,693.66046,727
737,35664226523,lifestyle,5125,696.65375,728
738,94732687919,lifestyle,6074,696.68097,729
739,92895607850,technical,2034,698.7468,730
740,34900312172,lifestyle,1133,698.8382,731
741,28681229636,entertainment,4346,700.69763,732
742,99022662131,accessory,2665,701.26843,733
743,43930439013,technical,2538,702.3134,734
744,55958301764,technical,5580,702.4984,735
745,83414869405,entertainment,4556,703.1343,736
746,32656335530,lifestyle,6470,703.77954,737
747,66161087361,lifestyle,5454,703.8802,738
748,11841065357,specialty,7320,705.8089,739
749,30122382323,accessory,5432,707.1443,740
750,67465447214,specialty,3698,707.5514,741
751,15359085759,accessory,2519,707.56415,742
752,20549656225,technical,1141,710.7296,743
753,35424691626,technical,6705,711.7419,744
754,95532818035,entertainment,7304,711.7585,745
755,49758515423,accessory,4018,714.18365,746
756,74155418313,specialty,6935,714.344,747
757,37662781564,lifestyle,1144,714.34644,748
758,87632767975,technical,5582,714.53314,749
759,85276983280,lifestyle,3415,716.6112,750
760,14530561097,accessory,4611,718.72876,751
761,11588046517,lifestyle,4018,722.7493,752
762,26505333735,entertainment,1161,722.98737,753
763,28000487688,entertainment,2707,723.89996,754
764,73972053940,specialty,3491,725.1755,755
765,67713855705,technical,7017,725.3113,756
766,45895438985,lifestyle,3415,725.4407,757
767,85978665515,specialty,1003,725.5291,758
768,94701884796,lifestyle,5575,726.6379,759
769,75902032169,specialty,4733,727.2766,760
770,27585113425,lifestyle,7320,730.6345,761
771,16492082804,accessory,4872,732.17346,762
772,19054547079,lifestyle,2347,733.5689,763
773,79139132553,entertainment,5713,734.0484,764
774,36196225600,lifestyle,7258,736.9706,765
775,21162389643,entertainment,6901,737.4394,766
776,96911331900,specialty,3194,740.062,767
777,66567150019,entertainment,5086,740.33203,768
778,84088835754,specialty,1741,741.47723,769
779,92636306985,lifestyle,1227,742.29596,770
780,29921604246,lifestyle,4512,742.7071,771
781,24715277505,lifestyle,4680,743.2172,772
782,87639550697,entertainment,2152,747.1162,773
783,43301018611,technical,2160,748.8824,774
784,96513857365,entertainment,3402,751.5177,775
785,60050955776,lifestyle,2026,752.0523,776
786,41251795489,specialty,7320,752.4367,777
787,81246943924,lifestyle,6260,752.54315,778
788,89022505272,accessory,6837,754.608,779
789,95682671933,technical,2034,754.6814,780
790,31940875883,technical,6470,755.8544,781
791,49278214714,entertainment,5410,755.8549,782
792,97903083009,lifestyle,6149,755.87756,783
793,95896852636,technical,5321,756.5509,784
794,93349773784,specialty,3591,758.2286,785
795,55661978105,lifestyle,6282,760.3869,786
796,43349891433,technical,2485,761.1775,787
797,71761786483,accessory,1234,762.7668,788
798,23661821077,technical,4215,762.97906,789
799,34695415993,technical,2336,764.0301,790
800,32493270774,accessory,6517,767.7018,791
801,99904689266,entertainment,5640,768.3841,792
802,87998844202,lifestyle,2423,768.3841,792
803,14961279222,lifestyle,5583,768.7741,793
804,12438697459,accessory,2423,769.87634,794
805,11566786699,specialty,3724,771.0584,795
806,78850452637,lifestyle,1480,772.13745,796
807,91016242612,entertainment,3556,772.2309,797
808,23787788327,specialty,1819,773.0193,798
809,70038202360,specialty,3415,773.0464,799
810,44313899037,lifestyle,5011,776.5755,800
811,25078409316,lifestyle,1819,777.5198,801
812,16644129035,lifestyle,5321,778.2288,802
813,92265887651,entertainment,6470,778.4842,803
814,92064565896,lifestyle,5630,779.0617,804
815,17208085375,lifestyle,4580,779.09576,805
816,44160392990,entertainment,1819,779.12177,806
817,88652114856,technical,3537,779.59143,807
818,57554365043,entertainment,4125,782.99524,808
819,79283124876,lifestyle,1236,783.9603,809
820,25176526221,lifestyle,6751,785.6904,810
821,89260537373,lifestyle,3502,785.80615,811
822,25706310514,entertainment,3183,786.38873,812
823,63937753588,lifestyle,5491,788.2815,813
824,28622174594,technical,7259,788.32434,814
825,76323008415,lifestyle,4496,792.57495,815
826,71538439295,entertainment,4856,794.1741,816
827,57961198956,accessory,2206,795.7837,817
828,94072762560,lifestyle,2036,795.9104,818
829,92413760084,lifestyle,7290,796.4161,819
830,63952221889,lifestyle,2826,797.309,820
831,69418675752,lifestyle,6154,797.3887,821
832,20717993088,specialty,6346,797.94574,822
833,21820852598,technical,6395,798.2826,823
834,22019664345,specialty,7320,798.5854,824
835,38990495653,lifestyle,2423,798.6663,825
836,87340243269,entertainment,4032,798.92926,826
837,15582655078,lifestyle,3730,799.0415,827
838,52536215795,specialty,6510,800.9079,828
839,33412969398,specialty,3661,801.23,829
840,39088614710,specialty,1230,802.4924,830
841,16165222459,technical,5075,804.9332,831
842,41450604292,technical,3415,805.6925,832
843,60829135130,lifestyle,2361,806.2696,833
844,70401028896,lifestyle,6992,807.2477,834
845,82912636758,specialty,3384,808.3276,835
846,54923508125,lifestyle,6167,811.42725,836
847,43671774465,technical,6385,811.7,837
848,96644705620,lifestyle,1630,812.78613,838
849,11590404675,lifestyle,4520,814.35034,839
850,42464370262,entertainment,1819,814.4136,840
851,64573039027,technical,2399,814.947,841
852,38488456221,accessory,5063,815.5044,842
853,25083358415,lifestyle,2345,816.62213,843
854,26063968667,lifestyle,6260,820.0351,844
855,77505747217,technical,1476,820.15485,845
856,92598420603,lifestyle,6505,821.1278,846
857,98548263806,accessory,6809,821.9689,847
858,31202988152,lifestyle,2380,822.2035,848
859,44594244784,lifestyle,4215,823.3983,849
860,62739118502,lifestyle,5950,827.0239,850
861,34904300711,entertainment,5640,827.05634,851
862,59162205130,specialty,3094,829.55646,852
863,75664480997,technical,6025,829.5811,853
864,16919425848,entertainment,886,830.22546,854
865,29286506036,entertainment,2867,830.9329,855
866,90672655190,lifestyle,1515,832.2222,856
867,57867831267,accessory,2036,832.65906,857
868,55562579755,lifestyle,1167,833.5117,858
869,72539760068,lifestyle,2330,833.5138,859
870,88249446460,technical,2206,833.9044,860
871,71787414647,lifestyle,6830,834.5035,861
872,86223953880,technical,5321,834.8503,862
873,79359610588,entertainment,5722,834.89105,863
874,77929547081,accessory,2066,835.7975,864
875,76910557723,lifestyle,6169,836.38806,865
876,69377909125,lifestyle,2425,836.48956,866
877,66858882701,lifestyle,4712,837.49084,867
878,43801715289,lifestyle,2681,838.9137,868
879,52509095251,lifestyle,4854,839.0003,869
880,44461622420,lifestyle,2314,841.3527,870
881,46600268436,specialty,5141,842.6636,871
882,26008308191,entertainment,3752,843.0693,872
883,74780446526,lifestyle,5050,843.2218,873
884,40215552134,lifestyle,4270,843.51764,874
885,65674339048,entertainment,4346,844.91205,875
886,43698886228,lifestyle,2904,845.7443,876
887,62191208634,lifestyle,7320,846.0399,877
888,16452078130,specialty,4378,847.01825,878
889,37687523474,entertainment,2062,847.37915,879
890,58420836090,lifestyle,6182,849.19476,880
891,39211701585,accessory,6924,852.45844,881
892,78522984877,lifestyle,3401,854.3466,882
893,98533840054,lifestyle,4573,855.26935,883
894,23710434768,entertainment,2336,857.3278,884
895,70052129860,technical,7320,860.478,885
896,68828285855,technical,4219,864.36035,886
897,81583941068,technical,5410,867.64954,887
898,25856363362,entertainment,4215,868.46576,888
899,54860127682,lifestyle,3882,869.0125,889
900,14040735315,entertainment,3323,871.12244,890
901,32329455050,lifestyle,5086,871.16736,891
902,29216160692,lifestyle,3822,873.0215,892
903,79377496749,lifestyle,3005,874.4284,893
904,67691683330,accessory,3415,876.5217,894
905,36747959917,specialty,1034,876.5979,895
906,47644196714,specialty,1113,878.8919,896
907,28556213345,lifestyle,7109,883.2524,897
908,27086915609,specialty,5417,883.5821,898
909,42807026185,accessory,6072,884.7398,899
910,16286338734,lifestyle,3174,885.04193,900
911,39190083890,technical,1819,885.1532,901
912,34726792617,lifestyle,1819,887.2127,902
913,63032122101,accessory,5558,887.6068,903
914,95184414711,entertainment,5433,888.407,904
915,22997201471,lifestyle,7017,888.70087,905
916,74753274268,entertainment,4563,889.88965,906
917,14430838529,technical,1819,889.9553,907
918,11437621158,specialty,3596,892.4037,908
919,56945094143,lifestyle,2200,893.15936,909
920,51659779274,lifestyle,3485,894.7268,910
921,92696023351,technical,2506,894.7921,911
922,15903176024,lifestyle,6470,894.9201,912
923,61619924340,accessory,6941,895.38354,913
924,80117428556,entertainment,5220,895.56116,914
925,60070647768,lifestyle,4614,895.5819,915
926,43083074133,accessory,5576,897.1676,916
927,90599617648,entertainment,1003,900.5846,917
928,18645942609,entertainment,5410,902.1427,918
929,48256546416,specialty,2018,903.9564,919
930,53123395285,specialty,6180,903.9603,920
931,92681936901,specialty,2455,904.2803,921
932,74019238521,specialty,2485,906.43805,922
933,99275601275,lifestyle,3415,908.60944,923
934,48390524826,lifestyle,1021,909.17334,924
935,91157839617,technical,1229,911.25446,925
936,32173481131,technical,2865,911.3528,926
937,65122248893,lifestyle,3724,913.54736,927
938,97861055416,technical,4674,914.0311,928
939,61412665910,lifestyle,4601,915.57886,929
940,52037285370,lifestyle,6010,916.8358,930
941,17107204463,lifestyle,2538,917.61084,931
942,20497101151,technical,3393,917.97363,932
943,71355732473,lifestyle,4412,918.6735,933
944,16096277862,entertainment,1021,920.793,934
945,46564887665,technical,4377,921.2051,935
946,25069678029,lifestyle,1215,922.4045,936
947,42752230305,lifestyle,4061,922.40674,937
948,71041015148,entertainment,1130,924.53467,938
949,22470136913,specialty,4861,926.00903,939
950,25467145329,entertainment,4856,926.0189,940
951,86174823628,lifestyle,4502,927.7348,941
952,96906278264,entertainment,5606,928.25073,942
953,17034043771,accessory,1819,930.01605,943
954,90477374366,specialty,6218,930.6891,944
955,70969465360,lifestyle,5552,931.7661,945
956,77090965820,lifestyle,6646,933.9312,946
957,61845622676,lifestyle,7050,934.75244,947
958,46079095809,lifestyle,3584,935.21594,948
959,62787106107,specialty,3390,935.7097,949
960,74916784885,lifestyle,3525,936.4013,950
961,25824799381,specialty,4159,938.10864,951
962,77343745836,lifestyle,3332,938.1175,952
963,41747634618,technical,3576,939.31805,953
964,60978195146,accessory,1819,939.62305,954
965,22155114860,technical,6935,940.12915,955
966,12034469787,accessory,4630,940.6003,956
967,16119907679,lifestyle,1172,941.532,957
968,91880575299,lifestyle,1590,943.3571,958
969,67690172512,technical,5576,945.67975,959
970,24351356445,technical,3822,945.9431,960
971,56489374516,specialty,5356,946.28937,961
972,45466221547,technical,4215,947.28235,962
973,15253672771,lifestyle,3415,947.3131,963
974,25219450983,specialty,2609,947.5371,964
975,50866797623,lifestyle,6470,948.2328,965
976,18525353549,lifestyle,6438,948.39307,966
977,56559128138,specialty,3277,948.96625,967
978,20939962818,specialty,6149,953.6899,968
979,28449116125,accessory,2868,954.5244,969
980,19933438190,specialty,6470,955.0907,970
981,62135501337,lifestyle,3415,956.92426,971
982,17124978176,specialty,1426,959.0329,972
983,71253802438,lifestyle,6980,959.91864,973
984,43838212570,accessory,9009,960.1887,974
985,67874735704,lifestyle,3265,960.49835,975
986,30623214058,lifestyle,4400,960.61456,976
987,35391497890,lifestyle,5641,960.8525,977
988,72064213561,entertainment,3054,961.228,978
989,33138327540,accessory,3636,964.73315,979
990,29122719261,specialty,6705,965.3422,980
991,48294164165,entertainment,2904,965.55615,981
992,30415756696,entertainment,2092,965.77716,982
993,26603390734,entertainment,2779,965.97943,983
994,27504885147,lifestyle,2042,966.46515,984
995,78327477486,lifestyle,6025,968.0728,985
996,73463200282,lifestyle,2473,969.0673,986
997,77397924030,specialty,2116,970.08813,987
998,41170595493,accessory,5321,970.2838,988
999,29023134283,specialty,5491,970.54346,989
1000,83935353706,lifestyle,4801,970.57477,990
1001,33495932835,lifestyle,2807,972.7432,991
1002,46898641989,accessory,2707,973.5824,992
1003,68189578822,lifestyle,5433,974.235,993
1004,86525942285,accessory,3491,974.72845,994
1005,27047988248,accessory,5042,975.8609,995
1006,98268965514,accessory,3094,976.5327,996
1007,24094430920,technical,3658,976.59753,997
1008,61447419161,lifestyle,5011,977.71765,998
1009,93498928547,lifestyle,3689,978.6043,999
1010,49285644021,lifestyle,9464,978.6179,1000
1011,29202486033,lifestyle,4002,979.5605,1001
1012,80166805919,entertainment,2425,979.6522,1002
1013,22953464223,technical,7112,980.2872,1003
1014,64974914166,entertainment,3902,980.32227,1004
1015,41383736952,technical,2576,981.02966,1005
1016,77032515735,lifestyle,6324,981.0497,1006
1017,45785438987,specialty,5460,984.7621,1007
1018,80508375382,technical,4514,985.79156,1008
1019,52242018594,lifestyle,4511,987.0032,1009
1020,32825608803,lifestyle,3265,987.49347,1010
1021,20527255332,entertainment,2177,988.6756,1011
1022,43073797016,lifestyle,5321,990.9687,1012
1023,62773208456,accessory,4512,991.96454,1013
1024,43698901053,specialty,4229,993.33295,1014
1025,37750618930,entertainment,2066,993.3467,1015
1026,35040817462,technical,1010,994.1459,1016
1027,99938978285,specialty,6467,995.37714,1017
1028,71350572766,technical,5580,997.16144,1018
1029,21782713770,specialty,1228,997.42737,1019
1030,56530958295,lifestyle,4855,998.4543,1020
1031,66667026714,entertainment,5611,999.11285,1021
1032,71357650211,lifestyle,2146,1000.36176,1022
1033,70805280228,technical,4807,1000.4972,1023
1034,57405729081,accessory,4374,1001.0427,1024
1035,73555246475,entertainment,3575,1001.15985,1025
1036,75089928159,lifestyle,3015,1004.46466,1026
1037,12888399565,specialty,3799,1005.23004,1027
1038,47529937246,entertainment,5575,1006.2277,1028
1039,54278310951,entertainment,5301,1009.63226,1029
1040,12959550150,entertainment,1129,1010.0755,1030
1041,25674631453,specialty,6412,1010.2342,1031
1042,98472033309,specialty,7320,1011.38055,1032
1043,45030176527,entertainment,4346,1011.6774,1033
1044,39896913161,entertainment,7320,1011.7426,1034
1045,67915848101,lifestyle,2880,1012.4336,1035
1046,54705111450,lifestyle,4227,1013.5674,1036
1047,82123916158,accessory,3537,1014.3473,1037
1048,66370248931,technical,2388,1014.9718,1038
1049,36628336616,lifestyle,5000,1016.102,1039
1050,57540672941,specialty,7264,1016.5268,1040
1051,12042198256,technical,3494,1019.65027,1041
1052,32844138686,technical,6324,1020.1322,1042
1053,99241925348,accessory,2196,1023.74567,1043
1054,85139489422,technical,3596,1024.4738,1044
1055,38710494876,lifestyle,6324,1026.0273,1045
1056,83329078822,specialty,4660,1026.0961,1046
1057,27574779991,specialty,2530,1026.3308,1047
1058,12899341959,specialty,2548,1026.3662,1048
1059,80989415297,lifestyle,2033,1026.7035,1049
1060,40307304965,lifestyle,6001,1027.5123,1050
1061,31736633670,entertainment,1819,1027.5914,1051
1062,28208763477,accessory,8007,1028.4408,1052
1063,37351213839,lifestyle,6237,1030.3926,1053
1064,26569358936,lifestyle,840,1030.8181,1054
1065,91960562098,technical,5604,1031.2168,1055
1066,92779316513,technical,1004,1033.3445,1056
1067,21881994118,lifestyle,4477,1035.4691,1057
1068,10206519221,lifestyle,5273,1036.4977,1058
1069,10342410215,technical,6335,1038.7975,1059
1070,25235376304,lifestyle,3321,1039.1705,1060
1071,98722839745,entertainment,6575,1042.952,1061
1072,66228393506,accessory,6335,1045.9723,1062
1073,42483854662,specialty,4228,1046.3932,1063
1074,81369312244,lifestyle,2453,1050.2416,1064
1075,39618687681,lifestyle,1003,1050.3021,1065
1076,81877438808,technical,6415,1050.5314,1066
1077,69666829657,specialty,3214,1050.9802,1067
1078,45907060380,lifestyle,1140,1054.6034,1068
1079,54056521797,specialty,3724,1055.2942,1069
1080,91404276865,specialty,1340,1056.6283,1070
1081,17758483290,lifestyle,6988,1057.184,1071
1082,17945458645,accessory,6951,1057.8514,1072
1083,80953929257,lifestyle,1169,1058.1616,1073
1084,13565102775,lifestyle,2336,1059.4562,1074
1085,82426950076,entertainment,2320,1060.1959,1075
1086,97802179094,lifestyle,3094,1060.9922,1076
1087,19836429553,entertainment,6240,1061.1893,1077
1088,86744504251,accessory,5232,1064.2444,1078
1089,52034043972,lifestyle,4550,1065.158,1079
1090,74874670528,technical,6035,1065.2239,1080
1091,54197321846,technical,1021,1066.4026,1081
1092,55430629945,lifestyle,5150,1066.7489,1082
1093,61050921768,specialty,3902,1067.5503,1083
1094,49925232405,lifestyle,4107,1068.4601,1084
1095,28230498046,entertainment,2062,1069.867,1085
1096,41881349154,entertainment,2062,1070.7543,1086
1097,23600565711,specialty,1173,1071.6265,1087
1098,10385250025,technical,2177,1071.9818,1088
1099,25228131129,technical,5410,1073.0372,1089
1100,72553304202,technical,3271,1073.9094,1090
1101,87076215407,lifestyle,5493,1074.9906,1091
1102,18064155652,specialty,3687,1075.0173,1092
1103,24092849628,specialty,6939,1075.2189,1093
1104,19237425345,technical,5410,1077.9751,1094
1105,32262357239,specialty,7178,1078.913,1095
1106,81836621910,technical,7001,1079.2173,1096
1107,27851049264,lifestyle,1300,1079.2173,1096
1108,67794222692,entertainment,6029,1079.3168,1097
1109,80779713037,lifestyle,6336,1079.4534,1098
1110,73980410353,lifestyle,3591,1079.6456,1099
1111,51321276923,lifestyle,7320,1084.1216,1100
1112,24179472533,specialty,6121,1084.66,1101
1113,43660707274,technical,7211,1084.7981,1102
1114,75238031489,lifestyle,5308,1086.713,1103
1115,78637548196,lifestyle,3950,1086.7635,1104
1116,22474703869,lifestyle,3822,1089.7308,1105
1117,44915049915,technical,3276,1090.5026,1106
1118,54702673300,lifestyle,4104,1091.4363,1107
1119,27099208477,lifestyle,6220,1092.9034,1108
1120,58139231665,lifestyle,5125,1093.2164,1109
1121,88040874613,lifestyle,839,1095.761,1110
1122,22658353530,lifestyle,2901,1099.0555,1111
1123,90984790127,entertainment,1010,1099.6965,1112
1124,42665580539,lifestyle,3622,1099.853,1113
1125,19465180165,accessory,1296,1105.7837,1114
1126,80682333501,lifestyle,6470,1111.94,1115
1127,82798125443,specialty,4861,1112.3887,1116
1128,44440245427,lifestyle,2645,1113.2335,1117
1129,92616389691,lifestyle,3491,1113.249,1118
1130,72870379863,accessory,3491,1116.6482,1119
1131,71961434094,specialty,3321,1117.5605,1120
1132,26556866679,lifestyle,4491,1118.141,1121
1133,67797658023,specialty,3596,1118.5819,1122
1134,81249812970,accessory,6731,1118.968,1123
1135,99478391356,lifestyle,1043,1120.296,1124
1136,44210076869,lifestyle,6714,1120.673,1125
1137,46083747689,technical,3956,1121.4385,1126
1138,71946255432,lifestyle,4703,1123.1033,1127
1139,36461610866,technical,4078,1123.2415,1128
1140,10530696903,entertainment,2179,1129.0367,1129
1141,59450324455,specialty,3687,1130.06,1130
1142,13248824465,lifestyle,5051,1130.13,1131
1143,59581212604,specialty,5700,1131.2462,1132
1144,73731446835,lifestyle,7320,1132.6819,1133
1145,25628686447,lifestyle,4300,1134.8353,1134
1146,73895811023,technical,4490,1135.0315,1135
1147,69108448846,specialty,4374,1136.1693,1136
1148,59274084898,technical,4856,1137.2688,1137
1149,95720895543,entertainment,1515,1139.396,1138
1150,81615080499,lifestyle,2278,1142.7736,1139
1151,49063322245,lifestyle,2057,1142.856,1140
1152,28827474922,specialty,3321,1143.1868,1141
1153,44126901587,accessory,6306,1143.9329,1142
1154,67920961191,technical,6398,1144.1683,1143
1155,97069390689,specialty,3128,1144.1935,1144
1156,25627894706,technical,4417,1144.2617,1145
1157,19585107705,specialty,2546,1145.1362,1146
1158,73792600690,lifestyle,3194,1151.5585,1147
1159,48290289285,technical,2530,1153.6617,1148
1160,70713877189,lifestyle,2421,1154.8545,1149
1161,61634218640,lifestyle,6324,1156.1677,1150
1162,58019702129,lifestyle,5606,1157.0745,1151
1163,46389689213,specialty,6447,1159.5833,1152
1164,26510188921,lifestyle,3913,1159.9523,1153
1165,53620352987,lifestyle,5321,1160.8735,1154
1166,17678252870,accessory,2707,1161.1863,1155
1167,44631836704,lifestyle,5722,1161.3599,1156
1168,15073534664,specialty,6470,1161.5844,1157
1169,20443361465,lifestyle,4818,1164.7521,1158
1170,75104340635,lifestyle,2681,1166.5577,1159
1171,27440079026,lifestyle,6074,1167.0411,1160
1172,40099570304,specialty,3005,1167.5153,1161
1173,82044452251,technical,1169,1168.4131,1162
1174,59248738261,lifestyle,880,1168.5535,1163
1175,96244711717,lifestyle,3844,1168.9084,1164
1176,50667745027,accessory,3910,1172.2964,1165
1177,55294337974,lifestyle,6844,1173.0696,1166
1178,61376261291,lifestyle,3432,1175.1871,1167
1179,90684382197,lifestyle,4724,1175.4225,1168
1180,88124569339,technical,2757,1176.9536,1169
1181,62854571289,lifestyle,2869,1178.5433,1170
1182,55955609006,technical,5240,1178.874,1171
1183,47086412084,entertainment,5011,1180.5055,1172
1184,55828706874,entertainment,2066,1180.775,1173
1185,84131378699,lifestyle,1819,1180.921,1174
1186,86131077097,lifestyle,7025,1181.7766,1175
1187,28510201393,specialty,3971,1183.096,1176
1188,68699353442,entertainment,2867,1183.9325,1177
1189,12483082042,specialty,1445,1184.3779,1178
1190,75881121130,entertainment,5331,1187.0365,1179
1191,41957730940,lifestyle,2036,1188.0176,1180
1192,68950900599,accessory,6770,1188.5648,1181
1193,75131910841,accessory,3168,1189.5063,1182
1194,22487474791,entertainment,2913,1190.4108,1183
1195,58966366292,lifestyle,2835,1190.9341,1184
1196,91212040913,lifestyle,3191,1191.0085,1185
1197,93096883450,lifestyle,4411,1191.8439,1186
1198,69983246412,entertainment,3490,1192.7301,1187
1199,80287080694,specialty,3323,1196.9803,1188
1200,93894215354,specialty,4571,1197.6997,1189
1201,51279178333,entertainment,7017,1197.8252,1190
1202,14314268730,lifestyle,5304,1198.7673,1191
1203,19633197919,technical,3333,1199.119,1192
1204,48086705406,lifestyle,5606,1199.1849,1193
1205,16394504716,technical,1235,1199.3162,1194
1206,14639241847,technical,2088,1199.6866,1195
1207,53339073841,technical,6035,1202.2434,1196
1208,20334248803,specialty,7306,1202.4958,1197
1209,79198689842,specialty,2515,1203.3522,1198
1210,60616659469,lifestyle,1885,1205.3352,1199
1211,34082818630,entertainment,4741,1205.6702,1200
1212,79479365013,lifestyle,4055,1206.5895,1201
1213,71476669593,accessory,6931,1209.9087,1202
1214,36961482719,technical,1173,1213.6925,1203
1215,69913521743,entertainment,6627,1214.6663,1204
1216,37718833659,lifestyle,2702,1215.0839,1205
1217,96566672398,specialty,2423,1217.6625,1206
1218,66257020651,entertainment,3751,1218.2723,1207
1219,77924688488,lifestyle,1314,1219.907,1208
1220,85556646149,technical,3485,1220.6112,1209
1221,59039508122,accessory,7300,1221.9406,1210
1222,86010199872,technical,6343,1222.5465,1211
1223,80499846916,entertainment,2011,1222.6691,1212
1224,67288548470,lifestyle,4716,1223.1768,1213
1225,62981771325,specialty,6383,1224.0432,1214
1226,57021295485,technical,5410,1225.7201,1215
1227,57082085511,specialty,6180,1226.1179,1216
1228,86885252971,lifestyle,4726,1226.2668,1217
1229,48758923477,specialty,4428,1227.758,1218
1230,39135845322,accessory,3520,1231.3157,1219
1231,66118124566,entertainment,4225,1232.6198,1220
1232,22248828825,lifestyle,3134,1232.9542,1221
1233,11017796471,specialty,4872,1233.8312,1222
1234,69059526358,lifestyle,1741,1234.0311,1223
1235,86591172660,lifestyle,2420,1234.0651,1224
1236,42032686423,entertainment,6078,1234.2279,1225
1237,20740910820,lifestyle,2323,1235.3779,1226
1238,14809247463,entertainment,6034,1235.5813,1227
1239,84445217729,specialty,2423,1236.0458,1228
1240,35367341543,lifestyle,3555,1236.1909,1229
1241,97593245639,entertainment,5606,1239.3151,1230
1242,83575543026,lifestyle,2031,1239.6218,1231
1243,31969420866,technical,3632,1241.5225,1232
1244,87457891433,lifestyle,3799,1246.1844,1233
1245,34190774918,lifestyle,1811,1246.3862,1234
1246,62170730910,lifestyle,1635,1247.124,1235
1247,90025866810,technical,1819,1247.7212,1236
1248,14804580099,technical,6951,1247.8657,1237
1249,42757999502,lifestyle,1021,1248.1061,1238
1250,96965554802,accessory,3747,1248.4119,1239
